interview__key;Date;hh_02;settlement;members;memnal;Weight;fdpurch;fdcons;fdout;Z1;nfdpurch;nonfdgif;durble;expend;monincome;totincome;nonmoninc;y1_3amd.1.00;y1_3amd.2.00;y1_3amd.3.00;y1_3amd.4.00;y1_3amd.6.00;y1_3amd.8.00;y1_3amd.9.00;y1_3amd.10.00;y1_3amd.13.00;y1_3amd.14.00;y1_3amd.15.00;y1_3amd.17.00;y1_3amd.18.00;y1_3amd.19.00;y1_3amd.23.00;y1_3amd.28.00;hhch_0_3_sum;hhch_4_5_sum;hhch_6_11_sum;hhch_12_17_sum;hheld_63_65_sum;hheld_66_70_sum;hheld_71_80_sum;hheld_over81_sum;hheld_over63_sum;headsex;headeduc;headmerstatus;headage;aec_r;poverty;pweight;ae_r;hous_01;hous_13;hous_16;hous_29_0__1;hous_29_0__2;hous_29_0__3;hous_29_0__4;hous_29_0__5;hous_29_0__6;hous_29_0__7;hous_39;hous_44;soc_01;soc_05;hous_47
22-01-11-86;2021,03;1,00;1,00;2,00;2,00;326,88;16729,17;0,00;3476,19;1396,77;8451,49;21500,00;0,00;51553,62;66000,00;87500,00;21500,00;66000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;55,00;46232,18;2,00;653,76;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-04-05-10;2021,03;11,00;2,00;4,00;4,00;99,80;81060,42;1600,40;0,00;3150,51;79505,18;26450,00;16666,67;208433,17;149166,67;177217,07;28050,40;130000,00;#ПУСТО!;4166,67;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;15000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;36,00;107126,19;1,00;399,19;2,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;4,00;4,00;2,00;#ПУСТО!;2,00
22-04-59-23;2021,04;2,00;2,00;2,00;2,00;39,33;14513,10;18530,33;0,00;1650,85;24443,45;55116,67;0,00;114254,40;232120,00;305767,00;73647,00;#ПУСТО!;#ПУСТО!;0,00;83000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;149120,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;2,00;1,00;3,00;1,00;80,00;96452,35;1,00;78,66;1,83;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;#ПУСТО!;1,00
22-07-13-23;2021,01;7,00;2,00;1,00;1,00;259,53;37955,65;0,00;0,00;1527,27;6105,06;43950,00;0,00;89537,98;56000,00;99950,00;43950,00;#ПУСТО!;#ПУСТО!;0,00;38000,00;18000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;4,00;59,00;101390,73;1,00;259,53;1,00;2,00;1,00;1,00;-999999999,00;-999999999,00;1,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;1,00;4,00;1,00;1,00;1,00
22-14-74-34;2021,05;1,00;1,00;2,00;2,00;21,48;39628,57;0,00;0,00;1007,66;12579,46;19000,00;0,00;72215,69;198000,00;217000,00;19000,00;159000,00;#ПУСТО!;0,00;39000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;2,00;3,00;3,00;63,00;49753,56;1,00;42,96;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-16-12-44;2021,09;7,00;1,00;5,00;5,00;199,57;72044,05;0,00;0,00;2347,59;70846,42;53961,11;4166,67;203365,83;215000,00;268961,11;53961,11;200000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;15000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;38,00;57722,99;1,00;997,85;3,30;2,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
22-17-09-14;2021,06;1,00;1,00;4,00;4,00;247,47;66351,79;31873,35;0,00;1550,50;35996,43;73647,00;0,00;209419,07;494000,00;599520,35;105520,35;100000,00;350000,00;0,00;44000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;3,00;3,00;71,00;64385,11;1,00;989,89;3,13;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-27-52-61;2021,09;8,00;2,00;3,00;3,00;126,66;28048,51;40886,78;0,00;3494,37;49163,39;13200,00;0,00;134793,06;277333,33;331420,12;54086,78;#ПУСТО!;200000,00;77333,33;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;57,00;55459,22;1,00;379,97;2,60;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;2,00;2,00;#ПУСТО!;#ПУСТО!
22-28-33-98;2021,02;6,00;2,00;2,00;2,00;146,67;41801,19;28238,65;0,00;1570,95;10869,05;13000,00;0,00;95479,84;116833,33;158071,98;41238,65;#ПУСТО!;#ПУСТО!;68833,33;30000,00;18000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;2,00;3,00;3,00;68,00;63649,80;1,00;293,33;1,83;1,00;3,00;#ПУСТО!;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;3,00;1,00;5,00;1,00
22-30-30-02;2021,08;6,00;1,00;2,00;2,00;156,33;15295,24;33979,51;0,00;1592,05;6083,33;21080,56;0,00;78030,68;98000,00;153060,06;55060,06;#ПУСТО!;#ПУСТО!;0,00;70000,00;18000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;10000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;2,00;1,00;3,00;1,00;69,00;68331,52;1,00;312,66;1,83;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;1,00;2,00;2,00
22-30-79-49;2021,05;1,00;1,00;1,00;1,00;92,66;19879,46;0,00;977,68;1079,78;5214,29;10900,00;0,00;38051,21;60000,00;70900,00;10900,00;#ПУСТО!;60000,00;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;4,00;56,00;56565,52;1,00;92,66;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-33-59-38;2021,08;1,00;1,00;1,00;1,00;21,48;20748,51;0,00;0,00;1305,41;3997,62;15450,00;0,00;41501,54;65000,00;80450,00;15450,00;#ПУСТО!;#ПУСТО!;0,00;47000,00;18000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;4,00;3,00;72,00;60078,22;1,00;21,48;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;1,00;8,00;1,00
22-34-28-98;2021,05;8,00;2,00;2,00;2,00;126,66;100418,45;1099,30;0,00;5321,56;48910,71;41416,67;0,00;197166,69;77833,33;120349,30;42515,97;#ПУСТО!;#ПУСТО!;33833,33;44000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;1,00;1,00;5,00;1,00;67,00;82053,80;1,00;253,31;1,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;3,00;3,00;2,00;#ПУСТО!;1,00
22-39-72-96;2021,06;6,00;2,00;4,00;4,00;146,67;60225,00;43902,67;0,00;3026,61;20332,44;92366,67;0,00;219853,38;106666,67;242936,00;136269,33;70000,00;#ПУСТО!;36666,67;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;53,00;70437,52;1,00;586,67;3,34;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;4,00;2,00;#ПУСТО!;1,00
22-42-55-73;2021,09;1,00;1,00;1,00;1,00;24,03;27592,26;241,96;0,00;887,30;3541,37;16800,00;0,00;49062,89;117000,00;134041,96;17041,96;67000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;50000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;2,00;3,00;59,00;58700,88;1,00;24,03;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;#ПУСТО!
22-43-21-48;2021,09;4,00;2,00;3,00;3,00;192,16;130400,60;17475,19;0,00;2994,22;128443,45;71625,00;0,00;350938,46;249583,33;338683,52;89100,19;100000,00;#ПУСТО!;149583,33;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;56,00;88510,73;1,00;576,47;2,60;1,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;2,00;2,00;#ПУСТО!;1,00
22-43-32-64;2021,08;1,00;1,00;5,00;5,00;294,30;105328,57;0,00;5214,29;761,17;35815,12;623347,22;12500,00;782966,37;470000,00;1093347,22;623347,22;390000,00;80000,00;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;51,00;185369,73;1,00;1471,48;3,81;2,00;1,00;1,00;-999999999,00;-999999999,00;1,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;1,00;2,00;2,00;#ПУСТО!;1,00
22-45-26-49;2021,05;3,00;1,00;2,00;2,00;91,06;80973,51;0,00;0,00;1595,14;40099,70;41900,00;0,00;164568,36;207000,00;248900,00;41900,00;207000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;38,00;72034,28;1,00;182,13;1,83;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
22-46-52-08;2021,08;3,00;2,00;4,00;4,00;222,14;78366,37;1367,19;912,50;1290,89;64099,40;12400,00;0,00;158436,35;176250,00;190017,19;13767,19;#ПУСТО!;150000,00;26250,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;30,00;51648,75;1,00;888,56;2,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;4,00;2,00;#ПУСТО!;1,00
22-46-80-18;2021,06;5,00;1,00;2,00;2,00;192,64;19358,04;738,85;0,00;1365,38;12000,00;8900,00;0,00;42362,26;111000,00;120638,85;9638,85;#ПУСТО!;#ПУСТО!;0,00;38000,00;18000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;55000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;#ПУСТО!;2,00;1,00;3,00;1,00;72,00;47220,72;2,00;385,28;1,83;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;1,00;#ПУСТО!;#ПУСТО!
22-47-11-25;2021,07;3,00;1,00;2,00;2,00;91,06;36152,38;1398,48;0,00;2985,24;38464,29;16900,00;0,00;95900,39;202000,00;220298,48;18298,48;164000,00;#ПУСТО!;0,00;38000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;2,00;5,00;4,00;64,00;67284,36;1,00;182,13;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-53-75-79;2021,05;1,00;1,00;1,00;1,00;254,35;27787,80;0,00;0,00;764,39;1564,29;21850,00;0,00;51966,47;46000,00;67850,00;21850,00;#ПУСТО!;#ПУСТО!;0,00;46000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;2,00;5,00;3,00;86,00;75274,70;1,00;254,35;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-55-29-97;2021,02;7,00;1,00;3,00;3,00;199,57;57378,87;0,00;0,00;6383,19;62425,95;63600,00;0,00;189788,01;315000,00;378600,00;63600,00;315000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;60,00;93524,01;1,00;598,71;2,60;2,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
22-63-12-83;2021,12;1,00;1,00;4,00;4,00;164,70;455815,48;0,00;15208,33;2190,28;47286,96;43133,33;0,00;563634,39;470000,00;513133,33;43133,33;470000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;50,00;64247,82;1,00;658,81;2,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;2,00
22-69-29-21;2021,09;7,00;1,00;2,00;2,00;199,57;47688,99;1422,24;0,00;1396,07;39286,52;22200,00;2083,33;114077,15;290000,00;313622,24;23622,24;290000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;58,00;66034,66;1,00;399,14;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
22-69-60-86;2021,10;6,00;1,00;1,00;1,00;156,33;40823,51;0,00;0,00;1363,14;10254,76;15400,00;0,00;67841,41;78000,00;93400,00;15400,00;68000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;10000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;62,00;100609,81;1,00;156,33;1,00;2,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-72-05-76;2021,02;8,00;2,00;6,00;6,00;126,66;10689,29;28084,84;0,00;3604,78;44512,80;15833,33;0,00;102725,03;380916,67;424834,84;43918,17;#ПУСТО!;#ПУСТО!;22916,67;58000,00;30000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;20000,00;#ПУСТО!;#ПУСТО!;250000,00;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;2,00;1,00;3,00;1,00;70,00;26954,29;2,00;759,94;4,27;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;3,00;1,00;8,00;1,00
22-72-47-77;2021,10;4,00;1,00;4,00;4,00;109,82;89876,90;0,00;44538,69;2811,34;137982,44;34850,00;4166,67;314226,05;700000,00;734850,00;34850,00;700000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;26,00;100922,08;1,00;439,30;2,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
22-72-52-48;2021,11;11,00;1,00;1,00;1,00;138,21;19749,11;880,87;0,00;1016,08;4149,70;16000,00;0,00;41795,76;5500,00;22380,87;16880,87;#ПУСТО!;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;5500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;5,00;3,00;60,00;63512,52;1,00;138,21;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-74-25-66;2021,01;9,00;1,00;1,00;1,00;117,45;44823,11;0,00;0,00;1353,81;3488,64;17000,00;0,00;66665,56;80700,00;97700,00;17000,00;#ПУСТО!;#ПУСТО!;0,00;57000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;23700,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;1,00;3,00;3,00;76,00;87608,66;1,00;117,45;0,81;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
22-78-83-38;2021,12;6,00;1,00;1,00;1,00;156,33;30394,94;0,00;0,00;1599,99;10711,01;30200,00;0,00;72905,94;50500,00;80700,00;30200,00;#ПУСТО!;#ПУСТО!;0,00;50500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;3,00;3,00;80,00;98962,11;1,00;156,33;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-78-98-98;2021,09;5,00;1,00;2,00;2,00;192,64;10971,73;18437,18;0,00;1377,95;15000,00;24400,00;0,00;70186,87;506662,50;549499,68;42837,18;#ПУСТО!;#ПУСТО!;463662,50;43000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;52,00;44643,69;2,00;385,28;1,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;4,00;2,00;#ПУСТО!;1,00
22-79-73-46;2021,08;6,00;2,00;3,00;3,00;146,67;70219,05;13931,05;0,00;2074,21;129229,17;38841,67;0,00;254295,14;78400,00;131172,72;52772,72;#ПУСТО!;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;10000,00;68400,00;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;41,00;120472,98;1,00;440,00;2,06;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00;3,00;2,00;#ПУСТО!;1,00
22-79-84-11;2021,04;6,00;2,00;1,00;1,00;146,67;32936,90;14571,97;0,00;1960,74;22058,04;11200,00;0,00;82727,65;14166,67;39938,64;25771,97;#ПУСТО!;#ПУСТО!;14166,67;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;3,00;45,00;110992,81;1,00;146,67;1,00;4,00;3,00;#ПУСТО!;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;4,00;2,00;#ПУСТО!;1,00
