interview__key;Date;hh_02;settlement;members;memnal;Weight;fdpurch;fdcons;fdout;Z1;nfdpurch;nonfdgif;durble;expend;monincome;totincome;nonmoninc;y1_3amd.1.00;y1_3amd.2.00;y1_3amd.3.00;y1_3amd.4.00;y1_3amd.6.00;y1_3amd.8.00;y1_3amd.9.00;y1_3amd.10.00;y1_3amd.13.00;y1_3amd.14.00;y1_3amd.15.00;y1_3amd.17.00;y1_3amd.18.00;y1_3amd.19.00;y1_3amd.23.00;y1_3amd.28.00;hhch_0_3_sum;hhch_4_5_sum;hhch_6_11_sum;hhch_12_17_sum;hheld_63_65_sum;hheld_66_70_sum;hheld_71_80_sum;hheld_over81_sum;hheld_over63_sum;headsex;headeduc;headmerstatus;headage;aec_r;poverty;pweight;ae_r;hous_01;hous_13;hous_16;hous_29_0__1;hous_29_0__2;hous_29_0__3;hous_29_0__4;hous_29_0__5;hous_29_0__6;hous_29_0__7;hous_39;hous_44;soc_01;soc_05;hous_47
22-80-68-90;2021,10;1,00;1,00;2,00;2,00;21,48;64787,50;0,00;0,00;1135,15;46609,82;38708,33;12500,00;163740,81;150000,00;188708,33;38708,33;#ПУСТО!;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;150000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;55,00;90809,41;1,00;42,96;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-82-19-72;2021,11;1,00;1,00;1,00;1,00;326,88;19510,12;30711,20;0,00;750,02;0,00;10340,00;0,00;61311,34;87800,00;128851,20;41051,20;#ПУСТО!;#ПУСТО!;0,00;57800,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;30000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;3,00;3,00;80,00;70602,64;1,00;326,88;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-84-70-50;2021,02;11,00;2,00;2,00;2,00;99,80;70957,74;40529,05;0,00;2697,65;64496,73;9000,00;0,00;187681,17;542166,67;591695,72;49529,05;#ПУСТО!;20000,00;514166,67;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;8000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;58,00;115325,73;1,00;199,59;1,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;3,00;2,00;#ПУСТО!;1,00
22-86-77-19;2021,06;7,00;1,00;2,00;2,00;199,57;35739,58;0,00;0,00;2461,24;3584,82;13900,00;0,00;55685,64;99200,00;113100,00;13900,00;#ПУСТО!;#ПУСТО!;0,00;65000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;34200,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;2,00;1,00;6,00;1,00;69,00;46386,98;2,00;399,14;1,83;2,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-88-47-94;2021,06;9,00;1,00;6,00;6,00;117,45;122166,37;0,00;0,00;2581,92;22910,42;68116,67;16666,67;232442,04;166500,00;234616,67;68116,67;60000,00;#ПУСТО!;0,00;106500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;1,00;1,00;2,00;1,00;6,00;1,00;82,00;54298,55;1,00;704,72;4,27;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;3,00;2,00;#ПУСТО!;2,00
22-89-48-39;2021,03;6,00;1,00;7,00;7,00;156,33;108283,33;0,00;0,00;5060,44;117461,67;45133,33;0,00;275938,77;286500,00;331633,33;45133,33;110000,00;150000,00;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;26500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;61,00;62588,47;1,00;1094,31;4,96;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;3,00;2,00;#ПУСТО!;2,00
22-90-79-90;2021,04;4,00;2,00;5,00;5,00;192,16;106545,24;37911,87;0,00;3179,37;57416,67;68850,00;0,00;273903,14;160000,00;266761,87;106761,87;160000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;59,00;76063,16;1,00;960,79;3,81;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
22-91-65-12;2021,02;1,00;1,00;3,00;3,00;118,39;53142,26;0,00;15642,86;2247,73;99049,70;444877,78;19166,67;634127,00;300000,00;744877,78;444877,78;200000,00;100000,00;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;55,00;245647,69;1,00;355,17;2,60;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;3,00
22-96-74-28;2021,02;7,00;1,00;2,00;2,00;199,57;59660,12;0,00;0,00;3072,44;18684,52;55166,67;0,00;136583,75;0,00;55166,67;55166,67;#ПУСТО!;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;1,00;55,00;85119,99;1,00;399,14;1,83;2,00;1,00;1,00;-999999999,00;-999999999,00;1,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-97-39-06;2021,12;1,00;1,00;2,00;2,00;326,88;75389,88;0,00;6952,38;1013,71;51730,06;23800,00;0,00;158886,04;326500,00;350300,00;23800,00;300000,00;#ПУСТО!;0,00;26500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;5,00;3,00;59,00;77571,91;1,00;653,76;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-97-48-60;2021,01;1,00;1,00;2,00;2,00;21,48;27831,25;0,00;0,00;1149,68;5083,93;53150,00;0,00;87214,86;135500,00;188650,00;53150,00;#ПУСТО!;#ПУСТО!;0,00;105500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;30000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;2,00;1,00;5,00;1,00;70,00;108747,95;1,00;42,96;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
22-99-05-39;2021,07;2,00;2,00;3,00;3,00;194,25;42431,25;19822,25;0,00;2609,96;56279,17;16500,00;0,00;137642,63;2828333,33;2864655,59;36322,25;2740000,00;25000,00;18333,33;45000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;1,00;1,00;4,00;1,00;66,00;82871,38;1,00;582,74;1,94;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
23-00-01-54;2021,08;10,00;2,00;2,00;2,00;40,75;9537,80;25187,98;0,00;1385,42;34586,01;7700,00;0,00;78397,21;53000,00;85887,98;32887,98;#ПУСТО!;#ПУСТО!;18000,00;35000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;1,00;1,00;3,00;1,00;66,00;55016,28;1,00;81,49;1,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;3,00;2,00;#ПУСТО!;3,00
23-00-99-23;2021,06;4,00;2,00;5,00;5,00;192,16;27483,63;26753,55;0,00;4023,14;30385,00;28833,33;0,00;117478,65;438000,00;493586,88;55586,88;378000,00;30000,00;30000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;61,00;38722,89;2,00;960,79;3,81;1,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;3,00;2,00;#ПУСТО!;1,00
23-02-07-77;2021,03;4,00;1,00;2,00;2,00;109,82;22291,07;0,00;0,00;2232,87;22757,42;9400,00;0,00;56681,36;250754,00;260154,00;9400,00;50000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;200754,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;33,00;45169,59;2,00;219,65;1,83;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;#ПУСТО!
23-03-18-43;2021,12;10,00;1,00;1,00;1,00;51,44;27157,74;591,08;0,00;1556,86;2933,04;16400,00;0,00;48638,71;0,00;16991,08;16991,08;#ПУСТО!;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;5,00;3,00;51,00;74436,66;1,00;51,44;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
23-04-50-64;2021,04;1,00;1,00;2,00;2,00;254,35;56640,18;0,00;0,00;1249,70;20531,25;32000,00;23333,33;133754,46;172000,00;204000,00;32000,00;120000,00;#ПУСТО!;0,00;37000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;15000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;2,00;6,00;3,00;83,00;66114,31;1,00;508,70;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
23-05-40-43;2021,07;1,00;1,00;3,00;3,00;310,21;41040,77;0,00;10863,10;2320,92;27732,14;12766,67;0,00;94723,60;285000,00;297766,67;12766,67;285000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;6,00;1,00;41,00;48848,58;1,00;930,64;2,33;2,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
23-06-88-05;2021,03;1,00;1,00;4,00;4,00;164,70;90337,50;0,00;0,00;3124,74;100696,79;79900,00;0,00;274059,02;317500,00;397400,00;79900,00;250000,00;#ПУСТО!;0,00;41000,00;#ПУСТО!;#ПУСТО!;26500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;6,00;1,00;41,00;82960,27;1,00;658,81;3,08;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;2,00
23-07-09-51;2021,02;5,00;2,00;2,00;2,00;156,84;41931,55;4688,00;0,00;1912,22;16779,76;89300,00;0,00;154611,53;88000,00;181988,00;93988,00;#ПУСТО!;#ПУСТО!;5000,00;83000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;1,00;1,00;2,00;1,00;66,00;139631,80;1,00;313,69;1,83;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;#ПУСТО!;1,00
23-08-96-82;2021,08;7,00;1,00;4,00;4,00;199,57;48927,38;0,00;0,00;1891,53;53262,42;27950,00;2916,67;134947,99;321000,00;348950,00;27950,00;150000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;171000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;4,00;1,00;31,00;48322,31;1,00;798,28;2,83;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
23-12-76-36;2021,03;1,00;1,00;4,00;4,00;118,39;92358,04;0,00;5974,70;4802,68;110408,45;283483,33;125000,00;622027,20;510000,00;793483,33;283483,33;510000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;5,00;3,00;59,00;101959,52;1,00;473,56;3,34;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;3,00
23-14-60-75;2021,12;7,00;1,00;2,00;2,00;199,57;183857,89;0,00;0,00;3318,71;28895,83;18400,00;16666,67;251139,10;188000,00;206400,00;18400,00;188000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;4,00;1,00;56,00;80570,49;1,00;399,14;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
23-14-96-18;2021,06;6,00;1,00;1,00;1,00;156,33;35283,33;0,00;0,00;1463,09;9786,90;16125,00;0,00;62658,32;58000,00;74125,00;16125,00;#ПУСТО!;#ПУСТО!;0,00;40000,00;18000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;5,00;2,00;73,00;58477,05;1,00;156,33;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;4,00;1,00;5,00;1,00
23-16-34-20;2021,07;3,00;2,00;1,00;1,00;222,14;75281,25;0,00;0,00;2178,26;31186,01;17983,33;3333,33;129962,19;150000,00;167983,33;17983,33;150000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;6,00;2,00;62,00;102065,30;1,00;222,14;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;#ПУСТО!;#ПУСТО!
23-16-46-04;2021,06;10,00;1,00;1,00;1,00;51,44;22204,17;0,00;0,00;2297,18;8581,85;28200,00;0,00;61283,19;109000,00;137200,00;28200,00;#ПУСТО!;#ПУСТО!;0,00;59000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;50000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;1,00;2,00;6,00;3,00;70,00;96821,58;1,00;51,44;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
23-17-61-48;2021,04;1,00;1,00;2,00;2,00;254,35;98571,73;0,00;21508,93;1207,84;44997,02;182066,67;0,00;348352,18;669333,33;851400,00;182066,67;380000,00;#ПУСТО!;0,00;56000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;233333,33;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;2,00;6,00;3,00;64,00;146621,77;1,00;508,70;1,83;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
23-17-64-33;2021,04;9,00;1,00;2,00;2,00;117,45;61702,38;0,00;0,00;1479,23;7582,44;20388,89;0,00;91152,95;206300,00;226688,89;20388,89;150000,00;#ПУСТО!;0,00;56300,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;3,00;1,00;65,00;58414,93;1,00;234,91;1,83;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
23-18-75-67;2021,09;10,00;2,00;2,00;2,00;40,75;23247,02;5987,82;0,00;3204,50;10192,56;38200,00;0,00;80831,91;26500,00;70687,82;44187,82;#ПУСТО!;#ПУСТО!;0,00;26500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;60,00;60761,88;1,00;81,49;1,83;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
23-21-36-29;2021,08;1,00;1,00;1,00;1,00;310,21;16316,37;0,00;0,00;812,67;3584,82;6900,00;0,00;27613,86;55000,00;61900,00;6900,00;#ПУСТО!;#ПУСТО!;0,00;55000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;#ПУСТО!;1,00;2,00;3,00;3,00;71,00;52397,60;1,00;310,21;1,00;2,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;#ПУСТО!
23-23-12-74;2021,12;1,00;1,00;4,00;4,00;173,95;273945,54;31181,45;0,00;2514,24;105601,19;36000,00;1666,67;450909,08;246500,00;313681,45;67181,45;220000,00;#ПУСТО!;0,00;26500,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;5,00;1,00;53,00;60812,63;1,00;695,81;3,34;1,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;2,00;2,00;#ПУСТО!;1,00
23-25-63-58;2021,12;4,00;2,00;4,00;4,00;192,16;250526,88;36119,64;0,00;1439,52;29156,55;15366,67;0,00;332609,25;83000,00;134486,31;51486,31;#ПУСТО!;#ПУСТО!;0,00;53000,00;30000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;3,00;1,00;62,00;42728,60;2,00;768,63;2,83;1,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;5,00;1,00;3,00;#ПУСТО!
23-31-28-22;2021,05;1,00;1,00;5,00;5,00;294,30;128010,71;809,83;0,00;1389,48;114858,57;140666,67;12500,00;398235,26;142000,00;283476,50;141476,50;95000,00;#ПУСТО!;0,00;47000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;1,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;1,00;1,00;3,00;1,00;38,00;60016,03;1,00;1471,48;3,81;2,00;1,00;1,00;-999999999,00;-999999999,00;1,00;-999999999,00;-999999999,00;-999999999,00;-999999999,00;1,00;3,00;2,00;#ПУСТО!;1,00
23-31-41-04;2021,10;6,00;1,00;1,00;1,00;156,33;7061,01;10843,50;0,00;597,75;0,00;33533,33;0,00;52035,60;33000,00;77376,83;44376,83;23000,00;#ПУСТО!;0,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;10000,00;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;#ПУСТО!;2,00;3,00;4,00;54,00;71517,41;1,00;156,33;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;2,00;#ПУСТО!;1,00
